player2,3040
player2,5062
player1,3494
player2,35282
player2,3716
player1,2948
player2,5370
player1,21950
player1,22774
player1,6418
player2,22496
player2,16212
player2,1092
player2,11338
player2,3522
player2,7402
player2,5054
player1,24906
player2,12912
player2,6618
player1,8602
player1,3972
player1,32802
player1,13718
player1,8276
player2,10158
player2,5466
player1,10134
player1,4550
player2,32584
player2,2812
player2,7690
player2,19236
player1,10462
player1,4216
player2,7564
player2,7746
player1,6980
player2,2900
player2,30974
player2,4236
player2,11472
player1,3358
player2,2354
player2,6320
player2,3826
player2,11444
player2,39746
player2,5504
player1,17658
player1,6652
player1,5390
player1,12512
player1,9978
player1,19214
player1,13170
player2,2430
player2,5084
player2,15982
player1,6198
player1,6024
player1,7604
player2,2634
player2,17940
player2,27214
player1,25068
player1,14468
player1,7510
player1,5574
player1,5992
player2,9828
player2,37334
player2,6414
player2,19138
player2,7148
player2,5536
player2,1774
player2,6580
player2,10126
player1,16544
player1,5618
player1,3274
player2,3488
player2,3678
player2,8342
player1,15164
player1,12452
player2,2392
player1,10330
player2,2324
player1,19952
player1,8562
player1,3454
player2,21946
player1,17624
player2,738
player1,5424
player1,10190
player2,10936
player2,4410
player1,4986
player2,3008
player2,26072
player1,5352
player1,1772
player2,36302
player1,17150
player2,2970
player1,3572
player2,3566
player1,8588
player1,2694
player2,4072
player1,13464
player2,12434
player2,21636
player1,3468
player2,5256
player2,3072
player1,16450
player1,11992
player1,6848
player2,3630
player2,7262
player2,6548
player1,10646
player2,1668
player1,16198
player1,3970
player2,13998
player2,8220
player1,12166
player2,8756
player1,8862
player1,10188
player2,4670
player2,788
player1,3708
player1,4482
player2,3234
player1,5314
player1,5854
player2,3546
player1,3878
player2,3636
player1,28774
player1,9486
player1,20000
player1,7040
player1,14024
player1,15414
player2,22928
player1,5966
player2,2008
player2,1942
player1,34714
player1,4578
player1,17530
player1,2028
player1,24602
player2,4092
player1,19154
player2,4560
player2,3818
player1,8246
player2,12176
player2,20154
player2,11318
player2,10808
player2,13764
player2,17058
player1,3856
player2,11662
player1,14834
player2,25258
player2,7056
player2,7986
player1,7690
player1,6988
player2,11158
player2,9096
player2,11148
player1,3382
player1,4766
player1,6476
player2,22168
player1,4690
player2,2840
player2,4838
player1,15830
player2,6668
player2,6090
player2,10706
player2,20804
player1,7320
player2,17702
player2,16392
player1,19684
player2,5656
player1,12244
player1,30022
player1,6478
player2,10980
player1,16532
player1,19712
player2,42048
player1,17472
player1,3818
player1,11320
player1,2530
player1,9428
player1,2036
player1,1910
player2,21050
player2,16020
player1,7900
player2,15540
player1,3250
player1,16910
player1,4340
player2,2740
player1,4568
player1,7824
player1,7396
player2,4242
player2,26194
player1,21352
player1,13248
player1,7184
player1,11436
player2,5536
player2,5144
player1,22952
player1,3110
player1,17176
player1,6292
player2,20616
player2,8642
player1,12968
player1,6562
player1,6954
player1,5096
player1,3088
player1,7038
player1,7648
player1,1928
player1,34074
player1,9956
player1,16004
player1,14038
player1,3188
player2,8082
player2,14112
player2,35044
player2,8702
player2,2302
player1,10420
player1,12586
player1,4654
player2,7378
player1,3784
player2,5294
player1,6716
player1,16176
player2,17482
player2,18284
player1,4988
player2,28730
player1,4824
player2,2468
player1,5310
player2,2086
player2,40778
player2,3560
player2,2234
player2,3148
player2,13092
player2,8676
player2,6864
player1,6060
player2,10574
player1,32198
player2,8068
player1,8736
player2,16408
player2,8910
player1,4800
player2,4758
player2,2778
player1,4356
player1,5696
player1,15240
player2,17244
player1,8568
player1,3858
player2,1118
player1,23784
player2,15552
player1,6924
player1,2882
player1,4968
player2,19292
player2,23956
player1,2810
player2,4620
player1,70372
player1,5978
player1,3598
player1,21110
player1,40452
player2,4530
player1,13242
player2,25122
player2,9044
player1,25660
player1,13262
player2,4418
player2,8610
player2,3406
player2,7022
player2,5996
player2,1630
player2,9286
player1,26800
player1,3728
player2,10106
player1,6168
player2,5240
player1,5972
player2,7218
player2,1388
player2,968
player1,15294
player1,6792
player1,3308
player2,5314
player1,11770
player2,5910
player2,14348
player2,4394
player2,5430
player1,7002
player2,3976
player2,7558
player2,6674
player1,8568
player2,5400
player1,11300
player1,16620
player1,17780
player2,3988
player2,14204
player2,3334
player2,10304
player1,2356
player2,3658
player1,1640
player1,7198
player2,1736
player2,1454
player2,1842
player2,44794
player2,1892
player1,12332
player2,9212
player1,12650
player2,5092
player1,4316
player2,5646
player1,3854
player1,9238
player1,11634
player1,7500
player2,23462
player2,2130
player1,15610
player1,3830
player2,4642
player1,18898
player2,14378
player2,26558
player1,3978
player1,34282
player1,14132
player2,3380
player2,13856
player1,36442
player2,1888
player2,9302
player1,29552
player1,3746
player2,11818
player2,15002
player2,2662
player1,7370
player2,11194
player2,5446
player2,15792
player2,25718
player1,18338
player1,4996
player1,2422
player2,6512
player2,5170
player1,3240
player2,14546
player2,9328
player2,2312
player1,12024
player2,7072
player2,1682
player2,1004
player2,7718
player1,2588
player2,7092
player2,5086
player2,9590
player2,3328
player1,5710
player1,8434
player1,8260
player2,12780
player2,18618
player1,2074
player1,8214
player1,18404
player2,8398
player2,6584
player1,3912
player2,26214
player1,16008
player2,23960
player1,9202
player1,3034
player2,7170
player1,18758
player1,1778
player1,11998
player1,12042
player2,2294
player1,6174
player2,3332
player1,4926
player2,1972
player2,12112
player1,13136
player1,3684
player1,5664
player2,4480
player1,29160
player2,4028
player1,10154
player1,8334
player1,5018
player2,15562
player2,6380
player2,21258
player1,26008
player2,5066
player2,11666
player2,3194
player1,2774
player1,1860
player1,5692
player1,7246
player1,21110
player2,1402
player1,14680
player2,4610
player1,9020
player2,6078
player1,2142
player1,5144
player1,3194
player1,8018
player2,2204
player1,3330
player2,23642
player1,1348
player2,9546
player2,5400
player2,26124
player2,5432
player1,3044
player1,9026
player2,3136
player2,6062
player1,15162
player2,54578
player1,3422
player1,35282
player2,2034
player2,2710
player1,8272
player1,6092
player2,5148
player1,25164
player1,16966
player2,4304
player1,27096
player1,6308
player1,5696
player1,2374
player1,13522
player1,2224
player2,2160
player2,4916
player1,9776
player1,21338
player2,10456
player2,2586
player2,8996
player2,12226
player2,20036
player2,8854
player2,6302
player1,5958
player1,1226
player1,6082
player2,27424
player2,2138
player2,32672
player1,13122
player2,4580
player2,1188
player1,5956
player2,7826
player1,3932
player1,8072
player2,20450
player2,3074
player2,4476
player1,2610
player1,3090
player2,19144
player1,2178
player2,6218
player2,3768
player1,9102
player2,7808
player1,15160
player1,19312
player2,13038
player2,2248
player2,5234
player1,9200
player2,12380
player2,9072
player1,2298
player2,3114
player1,7992
player1,15460
player1,12676
player2,6276
player2,4776
player1,14808
player2,24474
player2,3284
player2,18262
player1,5918
player1,8704
player2,20646
player2,6048
player2,11544
player2,11828
player1,2404
player1,13088
player2,18990
player1,4876
player2,3078
player1,3850
player2,18214
player2,4118
player1,2966
player1,9938
player2,5676
player1,2238
player2,16922
player2,1742
player2,2950
player2,5820
player1,3620
player1,40212
player2,10224
player1,12976
player1,3414
player1,4472
player1,1820
player2,2888
player1,6096
player2,19458
player1,12170
player1,26596
player1,9480
player2,11192
player2,3748
player1,1294
player1,5334
player1,3700
player1,19752
player1,21554
player2,11656
player1,31168
player2,5548
player1,14800
player1,14730
player2,9078
player1,17332
player2,14938
player2,2276
player1,2578
player1,4432
player2,8326
player2,8350
player1,4096
player1,11716
player2,27108
player1,12564
player1,10134
player1,3776
player1,6302
player2,6888
player2,14394
player2,8174
player1,5796
player2,33060
player1,10678
player1,13916
player1,13496
player2,12826
player2,5810
player1,6992
player1,21522
player1,8412
player2,3800
player2,12278
player1,12426
player1,4530
player2,1296
player2,4048
player2,9384
player2,21626
player2,1408
player2,4202
player2,2422
player1,3434
player2,5354
player2,4332
player2,3000
player1,12620
player1,7644
player2,21014
player1,29944
player2,6100
player1,16606
player1,2266
player2,14298
player1,3464
player2,2142
player2,15920
player2,4750
player2,4146
player1,16250
player1,28484
player1,11194
player2,7910
player1,12350
player2,2636
player1,7334
player1,8774
player2,12576
player2,3400
player1,3792
player2,10360
player1,6634
player2,2298
player1,21352
player2,26776
player1,2446
player1,10412
player1,17090
player2,7580
player1,9418
player1,10170
player1,7014
player2,5768
player2,35028
player1,1576
player1,1516
player1,2012
player1,4084
player1,10666
player2,3654
player1,24296
player2,17336
player2,17960
player2,22690
player1,2322
player1,24630
player1,5878
player2,19574
player1,14406
player2,14784
player2,3826
player2,6862
player1,996
player2,22038
player2,6662
player1,12606
player1,19560
player1,11168
player1,65146
player1,9492
player1,14988
player2,5246
player1,4392
player1,5634
player2,1912
player2,9058
player1,3512
player2,9646
player2,6232
player1,25616
player1,4208
player2,14528
player2,3430
player2,24318
player2,16004
player1,8050
player1,1202
player2,1100
player1,9826
player1,15566
player2,4140
player1,22574
player1,10006
player1,4150
player2,2336
player1,5832
player1,12350
player2,7086
player1,11140
player2,4772
player2,2258
player1,3102
player1,4114
player2,16054
player1,6290
player1,27740
player2,5574
player1,7160
player1,3874
player1,15830
player1,3918
player1,4384
player1,3494
player2,22736
player2,13592
player2,14824
player1,3752
player2,4040
player2,5102
player2,16826
player1,3578
player2,2342
player2,22852
player2,6754
player1,22172
player1,13096
player2,5848
player2,20378
player1,22032
player1,6436
player1,6250
player2,1274
player1,3134
player1,7058
player1,8586
player2,7426
player2,7656
player2,12732
player1,3584
player1,5522
player1,9406
player2,37466
player2,1928
player2,2600
player2,27566
player1,8896
player1,5838
player1,11216
player1,19718
player2,2986
player2,7368
player2,9116
player2,4698
player1,15122
player1,36946
player2,3152
player2,1624
player1,2668
player2,23110
player2,19392
player1,6972
player2,68734
player2,11676
player1,13430
player2,9462
player1,7274
player2,10814
player1,12512
player2,28996
player2,3586
player2,6728
player1,20964
player2,8768
player2,15438
player2,1314
player2,3030
player1,13700
player2,13922
player1,3222
player1,32678
player1,10868
player1,1018
player1,15212
player1,13438
player1,2912
player1,2376
player1,31948
player2,7754
player2,6484
player2,8978
player2,3038
player1,6486
player1,3244
player2,7238
player2,7472
player1,34814
player2,7914
player1,11412
player2,2522
player2,6498
player1,11126
player2,2154
player2,2750
player2,4662
player1,11174
player2,4968
player1,4446
player2,20636
player1,3906
player2,2368
player1,3642
player1,18008
player2,14792
player2,10612
player2,7022
player1,3724
player1,5414
player1,6448
player2,25498
player2,19066
player1,26996
player1,15688
player1,17852
player2,1928
player1,35404
player1,33016
player1,8000
player2,22402
player2,3966
player2,4402
player1,7280
player2,4950
player1,1072
player2,1884
player1,25504
player1,4672
player1,5796
player1,13356
player2,3976
player2,13898
player1,23496
player1,4038
player1,9406
player2,3452
player2,6460
player2,5130
player2,11444
player1,4118
player1,10498
player2,21844
player2,32362
player2,2696
player1,7882
player2,11600
player2,1554
player1,7000
player1,7948
player1,5164
player2,3636
player1,5910
player2,9066
player2,33282
player1,8520
player2,6612
player2,15790
player1,5252
player1,11458
player1,15214
player2,3264
player1,5960
player2,1828
player1,11976
player2,35022
player1,2168
player2,9836
player2,6374
player1,5622
player1,16248
player1,5340
player1,9812
player2,23846
player2,3026
player2,15634
player2,12766
player2,7872
player1,3496
player2,1374
player1,26398
player2,4608
player2,3624
player1,27792
player1,6164
player2,20938
player1,23196
player1,9122
player2,5910
player2,4310
player1,2434
player2,2148
player1,12814
player1,2752
player2,9226
player1,12430
player2,7890
player2,9708
player2,2744
player2,17336
player2,12836
